,name,location.lat,location.lon,minority_serving.historically_black,act_scores.midpoint.cumulative,sat_scores.average.overall,demographics.race_ethnicity.white,net_price_less_30000,net_price_30001_48000,net_price_48001_75000,net_price_75001_110000,net_price_above_110001,demographics.women,locale,admission_rate.overall,size,early_pay,ownership,percent_stem,rank_lac,Rank,Description,division
985,Cedar Crest College,40.586695,-75.519799,0.0,23.0,968.0,0.6221,15441.0,14474.0,16866.0,20423.0,24072.0,0.9007,12.0,0.675,1360.0,45200.0,2,5.0,0,0.0,Private School,D3
986,Central Penn College,40.3049,-76.934461,0.0,21.0,759.0,0.6009,13179.0,14032.0,18124.0,20691.0,22423.0,0.6559999999999999,21.0,0.9708,1343.0,34700.0,3,0.0,0,0.0,,non_ncaa
987,Chatham University,40.448432000000004,-79.92608299999999,0.0,23.0,961.0,0.7165,15498.0,18024.0,18600.0,23751.0,24918.0,0.8734,11.0,0.5483,695.0,40300.0,2,8.0,0,0.0,Private School,D3
988,Chestnut Hill College,40.087047999999996,-75.228847,0.0,21.0,966.0,0.395,18027.0,19773.0,21935.0,24480.0,29962.0,0.6633,11.0,0.9259,1405.0,39400.0,2,5.0,0,0.0,"Private School, Religious",D2
989,Clarion University of Pennsylvania,41.209676,-79.374775,0.0,20.0,934.0,0.83,14533.0,14849.0,17828.0,21459.0,21795.0,0.6267,33.0,0.9607,4401.0,41900.0,1,8.0,0,0.0,State School,D2
990,Delaware Valley University,40.29757,-75.158202,0.0,22.0,994.0,0.76,23034.0,23523.0,25217.0,27917.0,30996.0,0.6028,21.0,0.687,1896.0,43200.0,2,17.0,0,0.0,Private School,D3
991,Dickinson College,40.202796,-77.197854,0.0,21.0,978.0,0.7173,12215.0,15718.0,20307.0,24126.0,40542.0,0.5779,13.0,0.4711,2381.0,52400.0,2,22.0,51.0,0.0,"Liberal Arts School, Private School",D3
992,Drexel University,39.954855,-75.188745,0.0,28.0,1214.0,0.5426,29355.0,31335.0,36299.0,39123.0,43972.0,0.4692,11.0,0.7474,16227.0,58400.0,2,28.0,0,96.0,"Students at Drexel University can get a mix of in-class education and extensive on-the-job experience before graduation. Drexel operates a cooperative education program, sending students to more than 1,600 employers worldwide for six months at a time. Most co-ops are paid, and the average salary a Drexel student will take home is more than $16,000. Students who complete three co-ops generally graduate in five years. Students who participate in a single co-op experience or no co-op experience can graduate in four years. When students aren't working, there is plenty to do on the school's main campus in Philadelphia's University City. They have more than 300 student clubs and organizations to get involved in, including more than 30 fraternities and sororities. The Drexel Dragons compete in the NCAA Division I Colonial Athletic Association. The neighborhood is also home to the University of Pennsylvania and the University of the Sciences in Philadelphia. The city's central hub of public transportation, 30th Street Station, is two blocks from campus, and Center City Philadelphia is a 10-minute walk away. In total, more than 70 percent of Drexel students commute to school. ",D1
993,Duquesne University,40.437496,-79.99304599999999,0.0,26.0,1138.0,0.8141,18818.0,20010.0,24186.0,28669.0,31969.0,0.6212,11.0,0.7563,5943.0,49600.0,2,11.0,0,124.0,"Founded in 1878, Duquesne University is a private institution. Duquesne University follows a semester-based academic calendar and its admissions are considered selective. ",D1
994,East Stroudsburg University of Pennsylvania,40.99622,-75.172614,0.0,21.0,945.0,0.6639,14371.0,15255.0,18900.0,21639.0,22213.0,0.5574,13.0,0.8404,6105.0,42700.0,1,14.0,0,0.0,State School,D2
995,Eastern University,40.052306,-75.37026800000001,0.0,23.0,1026.0,0.5016,20013.0,20134.0,22090.0,24828.0,27750.0,0.7023,21.0,0.5223,2163.0,42700.0,2,2.0,0,0.0,"Private School, Religious",D3
996,Edinboro University of Pennsylvania,41.869978,-80.126363,0.0,20.0,950.0,0.8127,12237.0,12862.0,15506.0,19008.0,19505.0,0.5791,31.0,0.9570000000000001,5141.0,40200.0,1,5.0,0,0.0,State School,D2
997,Elizabethtown College,40.150372,-76.594175,0.0,26.0,1125.0,0.8604,20812.0,20906.0,23865.0,28808.0,31504.0,0.622,21.0,0.7072,1762.0,46600.0,2,26.0,117.0,0.0,"Liberal Arts School, Private School, Religious",D3
998,Franklin and Marshall College,40.048045,-76.319037,0.0,31.0,1360.0,0.5872,11730.0,12927.0,16541.0,23186.0,42119.0,0.5183,13.0,0.3226,2219.0,53700.0,2,21.0,39.0,0.0,"Liberal Arts School, Private School",non_ncaa
999,Gannon University,42.126111,-80.086258,0.0,23.0,1035.0,0.7621,15610.0,18410.0,20802.0,23433.0,23916.0,0.5577,12.0,0.7577,2661.0,48100.0,2,25.0,0,0.0,"Private School, Religious",D2
1000,Geneva College,40.773474,-80.35254499999999,0.0,24.0,1058.0,0.8417,13958.0,14498.0,16617.0,21506.0,23855.0,0.5072,21.0,0.733,1459.0,44800.0,2,17.0,0,0.0,"Private School, Religious",D3
1001,Gettysburg College,39.836090999999996,-77.23498199999999,0.0,22.0,777.0,0.7867,9016.0,12989.0,18348.0,27747.0,34535.0,0.5262,13.0,0.3977,2442.0,52600.0,2,23.0,46.0,0.0,"Liberal Arts School, Private School",D3
1002,Gwynedd Mercy University,40.197565999999995,-75.238052,0.0,20.0,924.0,0.568,21148.0,19568.0,20884.0,26604.0,29336.0,0.7525,21.0,0.685,1935.0,49000.0,2,1.0,0,0.0,"Private School, Religious",D3
1003,Haverford College,40.013368,-75.302562,0.0,33.0,1433.0,0.607,4388.0,8369.0,14763.0,18886.0,41423.0,0.5142,21.0,0.2457,1229.0,54700.0,2,38.0,18.0,0.0,"Liberal Arts School, Private School",D3
1004,Holy Family University,40.060414,-74.990365,0.0,21.0,915.0,0.625,10983.0,13116.0,13826.0,19361.0,18304.0,0.7418,11.0,0.7395,1824.0,48300.0,2,2.0,0,0.0,"Private School, Religious",D2
1005,Immaculata University,40.027963,-75.57063000000001,0.0,22.0,975.0,0.7389,28967.0,33308.0,32725.0,33509.0,35467.0,0.7277,21.0,0.7861,1693.0,47600.0,2,2.0,0,152.0,"Founded in 1920, Immaculata University is a private institution. Immaculata University offers a Greek system, where 2 percent of the student body is involved in a sorority and 13 percent is involved in a fraternity. ",D3
1006,Indiana University of Pennsylvania-Main Campus,40.615589,-79.159869,0.0,20.0,955.0,0.7509999999999999,13259.0,15047.0,18939.0,21709.0,22422.0,0.5523,32.0,0.8834,11297.0,44200.0,1,6.0,0,0.0,"Research University, State School",non_ncaa
1007,Juniata College,40.499511,-78.015204,0.0,21.0,990.0,0.7347,15069.0,19593.0,21888.0,27001.0,31387.0,0.5585,32.0,0.7692,1470.0,47600.0,2,33.0,106.0,0.0,"Liberal Arts School, Private School",D3
1008,Keystone College,41.558969,-75.777456,0.0,19.0,906.0,0.7721,14710.0,14973.0,19299.0,23127.0,26695.0,0.6038,21.0,0.978,1325.0,34700.0,2,0.0,0,0.0,,D3
1009,King's College,41.248118,-75.878603,0.0,22.0,1314.0,0.7821,20169.0,20986.0,22730.0,26214.0,28074.0,0.4723,13.0,0.7158,1859.0,44100.0,2,12.0,0,0.0,"Private School, Religious",D3
1010,Kutztown University of Pennsylvania,40.513705,-75.785426,0.0,20.0,951.0,0.7737,14898.0,16008.0,19426.0,22377.0,23284.0,0.5442,31.0,0.8225,8244.0,42600.0,1,7.0,0,0.0,State School,D2
1011,La Roche College,40.569777,-80.011977,0.0,20.0,939.0,0.6181,16172.0,16471.0,22955.0,24143.0,26165.0,0.5548,21.0,0.9546,1359.0,41700.0,2,11.0,0,0.0,"Private School, Religious",D3
1012,La Salle University,40.038503000000006,-75.152996,0.0,21.0,990.0,0.5293,24131.0,20684.0,23465.0,26861.0,31340.0,0.6159,11.0,0.7492,3801.0,51100.0,2,5.0,0,0.0,"Private School, Religious, For Sports Fans",D1
1013,Lafayette College,40.700511999999996,-75.209058,0.0,29.0,1294.0,0.6655,12156.0,14991.0,17777.0,21459.0,44048.0,0.4878,21.0,0.3025,2505.0,61500.0,2,41.0,36.0,0.0,"Liberal Arts School, Private School, Religious, For Sports Fans",D1
1014,Lebanon Valley College,40.331733,-76.51375300000001,0.0,22.0,1314.0,0.8371,16558.0,20753.0,24164.0,28597.0,30792.0,0.5324,23.0,0.7248,1651.0,46100.0,2,13.0,0,0.0,"Private School, Religious",D3
1015,Lehigh University,40.607158,-75.378887,0.0,31.0,1338.0,0.6563,19233.0,15374.0,22814.0,29164.0,45486.0,0.4446,13.0,0.3041,5054.0,65400.0,2,52.0,0,44.0,"Lehigh University is located in Bethlehem, Pa., 50 miles north of Philadelphia and 75 miles west of New York City. The Lehigh Mountain Hawks are members of the Patriot League, and compete in 25 NCAA Division I sports. Their biggest athletic rivalry is Lafayette College, located less than 20 miles away. A third of the student body is involved in fraternities and sororities. All freshmen are required to live on campus, and sophomores are also required to live on campus in a residence hall or Greek housing. Lehigh's main campus is located on the wooded slope of South Mountain, and half of the campus is preserved as open space. ",D1
1016,Lincoln University,39.807725,-75.928273,1.0,17.0,833.0,0.0112,13353.0,14086.0,17441.0,14615.0,20662.0,0.6223,21.0,0.9138,1689.0,34700.0,1,0.0,0,0.0,,non_ncaa
1017,Lock Haven University,41.142097,-77.463565,0.0,20.0,948.0,0.8422,12710.0,13612.0,17302.0,19969.0,20475.0,0.5717,32.0,0.9174,4158.0,40600.0,1,8.0,0,0.0,State School,non_ncaa
1018,Lycoming College,41.246127,-77.0003,0.0,23.0,1034.0,0.6976,11747.0,14113.0,16514.0,20961.0,23611.0,0.5294,13.0,0.7122,1260.0,44500.0,2,20.0,147.0,0.0,"Liberal Arts School, Private School, Religious",D3
1019,Mansfield University of Pennsylvania,41.806975,-77.074178,0.0,20.0,955.0,0.8232,14298.0,14762.0,18466.0,21542.0,21992.0,0.5948,32.0,0.8853,2194.0,41800.0,1,8.0,0,0.0,State School,D2
1020,Marywood University,41.434978,-75.633996,0.0,22.0,1025.0,0.7857,18247.0,19033.0,21185.0,22729.0,26398.0,0.6786,13.0,0.7052,1820.0,41000.0,2,4.0,0,0.0,"Private School, Religious",D3
1021,Mercyhurst University,42.103991,-80.05556800000001,0.0,23.0,1145.0,0.7305,16124.0,16925.0,21028.0,22896.0,25021.0,0.5655,12.0,0.8039,2490.0,42200.0,2,10.0,0,0.0,"Private School, Religious",D2
1022,Messiah College,40.15867,-76.98849200000001,0.0,25.0,1129.0,0.8274,19944.0,22515.0,22773.0,26302.0,29053.0,0.6063,21.0,0.7898,2723.0,47600.0,2,12.0,0,0.0,"Private School, Religious",D3
1023,Millersville University of Pennsylvania,39.998129999999996,-76.355091,0.0,22.0,1001.0,0.7642,14223.0,15630.0,18641.0,21977.0,22662.0,0.5572,21.0,0.7305,6952.0,45000.0,1,15.0,0,0.0,State School,D2
1024,Misericordia University,41.344765,-75.971016,0.0,25.0,1069.0,0.9184,22227.0,22558.0,24827.0,27659.0,29105.0,0.6798,21.0,0.7147,2342.0,45000.0,2,5.0,0,0.0,"Private School, Religious",D3
1025,Moravian College,40.630888,-75.38097900000001,0.0,21.0,1006.0,0.7167,22531.0,23004.0,26702.0,29021.0,32404.0,0.5467,13.0,0.7457,1765.0,49600.0,2,16.0,165,0.0,"Liberal Arts School, Private School, Religious",D3
1026,Mount Aloysius College,40.459948,-78.60135799999999,0.0,19.0,934.0,0.7806,18462.0,19010.0,20882.0,23160.0,24802.0,0.7269,31.0,0.7286,1472.0,40500.0,2,9.0,0,0.0,"Private School, Religious",D3
1027,Muhlenberg College,40.597362,-75.508954,0.0,21.0,978.0,0.7468,18265.0,19156.0,20139.0,26788.0,37673.0,0.5996,12.0,0.4837,2330.0,50000.0,2,22.0,71,0.0,"Liberal Arts School, Private School, Religious",D3
1028,Neumann University,39.874944,-75.437928,0.0,19.0,905.0,0.5441,20284.0,21898.0,23766.0,26372.0,28756.0,0.6429,21.0,0.9081,2358.0,48200.0,2,4.0,0,0.0,"Private School, Religious",D3
1029,Pennsylvania State University-Penn State Erie-Behrend College,42.120271,-79.986362,0.0,23.0,1054.0,0.7867,18393.0,20241.0,23123.0,27394.0,28203.0,0.3519,22.0,0.8708,4092.0,55200.0,1,28.0,0,0.0,State School,non_ncaa
1030,Pennsylvania State University-Penn State New Kensington,40.55382,-79.70326899999999,0.0,21.0,980.0,0.8712,10789.0,11948.0,14444.0,17547.0,17735.0,0.4114,41.0,0.7913,598.0,34700.0,1,0.0,0,0.0,,non_ncaa
1031,Pennsylvania State University-Penn State Shenango,41.234852000000004,-80.508204,0.0,21.0,942.0,0.8463,11792.0,10461.0,14196.0,16275.0,19276.0,0.7294,21.0,0.6818,436.0,34700.0,1,0.0,0,0.0,,non_ncaa
1032,Pennsylvania State University-Penn State Wilkes-Barre,41.306529,-76.01724200000001,0.0,22.0,982.0,0.8783,10535.0,13445.0,14140.0,18887.0,19869.0,0.3304,41.0,0.8759,460.0,34700.0,1,0.0,0,0.0,,non_ncaa
1033,Pennsylvania State University-Penn State Worthington Scranton,41.440258,-75.620583,0.0,19.0,955.0,0.8118,11077.0,13012.0,13877.0,18442.0,19254.0,0.5295,21.0,0.8063,967.0,34700.0,1,0.0,0,0.0,,non_ncaa
1034,Pennsylvania State University-Penn State Lehigh Valley,40.557651,-75.401798,0.0,23.0,1019.0,0.6365,10267.0,10976.0,14511.0,17753.0,19325.0,0.4825,21.0,0.8636,773.0,34700.0,1,0.0,0,0.0,,non_ncaa
1035,Pennsylvania State University-Penn State Altoona,40.540682000000004,-78.409112,0.0,22.0,993.0,0.7656,18769.0,19136.0,22338.0,26895.0,27698.0,0.44299999999999995,13.0,0.8939,3772.0,47700.0,1,27.0,0,0.0,State School,non_ncaa
1036,Pennsylvania State University-Penn State Beaver,40.678253999999995,-80.296235,0.0,21.0,999.0,0.7543,11863.0,12355.0,15808.0,20336.0,21495.0,0.3944,21.0,0.8234,639.0,34700.0,1,0.0,0,0.0,,non_ncaa
1037,Pennsylvania State University-Penn State Berks,40.357987,-75.97214100000001,0.0,22.0,978.0,0.6803,17956.0,19501.0,22537.0,26370.0,26989.0,0.4334,21.0,0.8487,2778.0,34700.0,1,0.0,0,0.0,,non_ncaa
1038,Pennsylvania State University-Penn State Harrisburg,40.205234000000004,-76.741961,0.0,23.0,1043.0,0.589,16635.0,17178.0,21104.0,25368.0,25427.0,0.3874,21.0,0.8487,3740.0,52400.0,1,27.0,0,0.0,State School,non_ncaa
1039,Pennsylvania State University-Penn State Brandywine,39.928354999999996,-75.447825,0.0,22.0,969.0,0.629,9721.0,11383.0,14490.0,18032.0,18601.0,0.4361,21.0,0.8308,1291.0,34700.0,1,0.0,0,0.0,,non_ncaa
1040,Pennsylvania State University-Penn State DuBois,41.126940999999995,-78.751784,0.0,23.0,967.0,0.9375,11468.0,12386.0,15410.0,18567.0,18685.0,0.4355,33.0,0.8503,512.0,34700.0,1,0.0,0,0.0,,non_ncaa
1041,Pennsylvania State University-Penn State Fayette- Eberly,39.946471,-79.65587099999999,0.0,20.0,916.0,0.8867,11807.0,11610.0,13243.0,16909.0,18764.0,0.5887,41.0,0.8088,671.0,34700.0,1,0.0,0,0.0,,non_ncaa
1042,Pennsylvania State University-Penn State Hazleton,40.984157,-76.03156700000001,0.0,21.0,952.0,0.6016,15624.0,16091.0,21011.0,23618.0,24558.0,0.425,23.0,0.8388,753.0,34700.0,1,0.0,0,0.0,,non_ncaa
1043,Pennsylvania State University-Main Campus,40.800732,-77.861644,0.0,27.0,1202.0,0.6861,20670.0,22888.0,25753.0,30496.0,32944.0,0.4639,13.0,0.5132,40179.0,55200.0,1,35.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
1044,Pennsylvania State University-Penn State Greater Allegheny,40.344474,-79.827262,0.0,23.0,943.0,0.6053,12571.0,13500.0,15886.0,20303.0,21524.0,0.4079,21.0,0.7879,532.0,34700.0,1,0.0,0,0.0,,non_ncaa
1045,Pennsylvania State University-Penn State Mont Alto,39.841914,-77.54406800000001,0.0,21.0,955.0,0.8047,17268.0,16883.0,20228.0,24238.0,25290.0,0.5785,31.0,0.7936,809.0,34700.0,1,0.0,0,0.0,,non_ncaa
1046,Pennsylvania State University-Penn State Abington,40.116995,-75.110661,0.0,22.0,975.0,0.5049,9455.0,10872.0,14382.0,18702.0,18889.0,0.5052,21.0,0.8239,3490.0,47000.0,1,10.0,0,0.0,State School,non_ncaa
1047,Pennsylvania State University-Penn State Schuylkill,40.642583,-76.166371,0.0,18.0,920.0,0.6875,12229.0,11728.0,15856.0,19473.0,20379.0,0.6028,32.0,0.7304,720.0,34700.0,1,0.0,0,0.0,,non_ncaa
1048,Pennsylvania State University-Penn State York,39.952327000000004,-76.702835,0.0,24.0,1050.0,0.6257,11630.0,10770.0,14417.0,18516.0,19368.0,0.4342,22.0,0.8561,935.0,34700.0,1,0.0,0,0.0,,non_ncaa
1049,University of Pennsylvania,39.951002,-75.193618,0.0,33.0,1457.0,0.4495,9242.0,8329.0,13288.0,20044.0,40143.0,0.5147,11.0,0.1016,10666.0,68100.0,2,22.0,0,8.0,"The University of Pennsylvania, located in Philadelphia, was founded by Benjamin Franklin. The Penn Quakers have more than 25 NCAA Division I sports that compete in the Ivy League, and are noted for successful basketball and lacrosse teams. Penn offers housing in more than 10 College Houses, but many students live in the numerous off-campus apartments and houses available. More than 25 percent of the student body is involved in Greek life, which encompasses about 45 fraternities and sororities. The school also offers a number of clubs and organizations, ranging from performance groups like the Latin and Ballroom dance club to student publications such as the Penn Political Review. Penn works closely with the West Philadelphia area through community service and advocacy groups. ",D1
1050,Philadelphia University,40.021715,-75.19368399999999,0.0,24.0,1083.0,0.5499,23664.0,23415.0,26603.0,29099.0,29705.0,0.6658,11.0,0.642,2726.0,46100.0,2,4.0,0,0.0,Private School,non_ncaa
1051,Cairn University-Langhorne,40.165809,-74.909509,0.0,21.0,976.0,0.7189,14214.0,14617.0,16846.0,18644.0,22039.0,0.5415,21.0,0.9872,772.0,34700.0,2,0.0,0,0.0,,non_ncaa
1052,University of Pittsburgh-Bradford,41.944173,-78.673039,0.0,21.0,978.0,0.7319,13958.0,14382.0,16885.0,20780.0,20027.0,0.5447,33.0,0.63,1421.0,38600.0,1,20.0,0,0.0,State School,non_ncaa
1053,University of Pittsburgh-Greensburg,40.292823999999996,-79.53575699999999,0.0,23.0,1031.0,0.78,13613.0,13737.0,18061.0,20787.0,21520.0,0.5151,21.0,0.7148,1559.0,42000.0,1,24.0,0,0.0,"Liberal Arts School, State School",non_ncaa
1054,University of Pittsburgh-Johnstown,40.268583,-78.832611,0.0,23.0,1022.0,0.8738,15068.0,15583.0,18548.0,21192.0,22345.0,0.4499,23.0,0.8102,2814.0,46800.0,1,17.0,0,0.0,"Liberal Arts School, State School",non_ncaa
1055,University of Pittsburgh-Pittsburgh Campus,40.444502,-79.95469200000001,0.0,29.0,1272.0,0.7449,22062.0,23120.0,25982.0,28581.0,30975.0,0.5072,11.0,0.5389,18655.0,52100.0,1,25.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
1056,Point Park University,40.438526,-80.001462,0.0,22.0,995.0,0.7111,18437.0,19057.0,21350.0,23614.0,25923.0,0.5631,11.0,0.7053,3140.0,42500.0,2,3.0,0,0.0,Private School,non_ncaa
1057,Robert Morris University,40.521088,-80.21178499999999,0.0,23.0,1051.0,0.7509,19992.0,19871.0,22491.0,25206.0,29459.0,0.4375,21.0,0.7766,4485.0,47400.0,2,20.0,0,188.0,"Founded in 1921, Robert Morris University is a private institution. Robert Morris University follows a semester-based academic calendar and its admissions are considered selective. ",D1
1058,Rosemont College,40.034771,-75.329898,0.0,18.0,884.0,0.3837,13516.0,14972.0,18794.0,24840.0,33789.0,0.6415,21.0,0.7063,516.0,44500.0,2,6.0,0,0.0,"Private School, Religious",D3
1059,Saint Francis University,40.502782,-78.638469,0.0,24.0,1060.0,0.465,20092.0,24107.0,23916.0,26871.0,28551.0,0.6266,31.0,0.7412,1714.0,44800.0,2,9.0,0,0.0,"Private School, Religious, For Sports Fans",D1
1060,Saint Joseph's University,39.994442,-75.238343,0.0,23.0,952.0,0.7955,27396.0,29728.0,31333.0,32476.0,37085.0,0.5532,11.0,0.8185,5248.0,53300.0,2,4.0,0,0.0,"Private School, Religious, For Sports Fans",D1
1061,Saint Vincent College,40.29252,-79.403702,0.0,23.0,1059.0,0.8471,14455.0,15843.0,16447.0,20462.0,23544.0,0.4699,21.0,0.6981,1596.0,46200.0,2,19.0,147,0.0,"Liberal Arts School, Private School, Religious",D3
1062,University of Scranton,41.40715,-75.65803100000001,0.0,25.0,1134.0,0.8189,25020.0,24509.0,27891.0,30779.0,37030.0,0.58,13.0,0.7221,3793.0,52000.0,2,13.0,0,0.0,"Private School, Religious",D3
1063,Seton Hill University,40.308623,-79.556228,0.0,21.0,990.0,0.8204,20054.0,21467.0,22376.0,25539.0,26334.0,0.6464,21.0,0.7645,1581.0,40900.0,2,11.0,0,0.0,"Private School, Religious",D2
1064,Shippensburg University of Pennsylvania,40.057404999999996,-77.5229,0.0,21.0,979.0,0.7815,15390.0,16796.0,20005.0,23072.0,23759.0,0.4944,31.0,0.8914,5953.0,46200.0,1,10.0,0,0.0,State School,D2
1065,Slippery Rock University of Pennsylvania,41.060814,-80.05181400000001,0.0,22.0,999.0,0.8582,12638.0,14138.0,18119.0,21285.0,21968.0,0.5699,32.0,0.6836,7461.0,42900.0,1,8.0,0,0.0,State School,D2
1066,Susquehanna University,40.797740000000005,-76.87521,0.0,21.0,990.0,0.8134,16515.0,19555.0,22105.0,25520.0,31581.0,0.5489999999999999,32.0,0.7605,2122.0,47300.0,2,16.0,141,0.0,"Liberal Arts School, Private School, Religious",D3
1067,Swarthmore College,39.904081,-75.356066,0.0,32.0,1431.0,0.4221,7864.0,9379.0,12033.0,23359.0,42386.0,0.5032,21.0,0.1248,1566.0,60000.0,2,34.0,3,0.0,"Liberal Arts School, Private School",D3
