,name,location.lat,location.lon,minority_serving.historically_black,act_scores.midpoint.cumulative,sat_scores.average.overall,demographics.race_ethnicity.white,net_price_less_30000,net_price_30001_48000,net_price_48001_75000,net_price_75001_110000,net_price_above_110001,demographics.women,locale,admission_rate.overall,size,early_pay,ownership,percent_stem,rank_lac,Rank,Description,division
169,Trinity Washington University,38.927398,-77.004261,0.0,21.0,966.0,0.0185,14776.0,15950.0,17549.0,21076.0,22413.0,0.9629,11.0,0.9405,1565.0,34700.0,2,0.0,0,0.0,,D3
170,Barry University,25.878865,-80.196136,0.0,19.0,926.0,0.2128,22047.0,21820.0,25308.0,28944.0,29351.0,0.6125,21.0,0.5506,3703.0,46000.0,2,12.0,0,0.0,"Private School, Religious, Research University",D2
171,Lynn University,26.382777,-80.123851,0.0,22.0,999.0,0.4415,29888.0,28926.0,32667.0,37105.0,37809.0,0.4803,13.0,0.7597,1957.0,42300.0,2,2.0,0,0.0,"Business, Private School",D2
172,Carlos Albizu University-Miami,25.795162,-80.355002,0.0,22.0,1314.0,0.0248,20967.0,18689.0,6061.0,11247.0,14451.0,0.797,21.0,0.72,202.0,34700.0,2,0.0,0,0.0,,non_ncaa
173,University of Central Florida,28.601059999999997,-81.19880500000001,0.0,26.0,1179.0,0.5325,11028.0,12570.0,15062.0,17636.0,18045.0,0.5475,21.0,0.4857,54091.0,46400.0,1,17.0,0,176.0,"The University of Central Florida is, fittingly, a school that's spread across the middle of the state. UCF is based in Orlando and has more than 10 regional campuses in locations including Daytona Beach, Ocala and South Lake. Freshmen at the Orlando campus are not required to live on campus and, because of limited space, those who hope to are encouraged to apply early for housing. There are more than 40 fraternities and sororities in the school's large Greek system, as well as more than 300 other student organizations to consider joining. The UCF Knights compete in the NCAA Division I American Athletic Conference. The University of Central Florida has many programs for graduate students, too, including those through the College of Business Administration, College of Engineering and Computer Science and College of Education. Notable alumni of the University of Central Florida include Cheryl Hines, an actress who starred in HBO's ""Curb Your Enthusiasm""; comedian Daniel Tosh, star of Comedy Central's ""Tosh.0""; and former soccer player Michelle Akers, a member of the National Soccer Hall of Fame. ",D1
174,Eckerd College,27.718996,-82.685992,0.0,26.0,1134.0,0.7587,25610.0,27420.0,27944.0,30867.0,34189.0,0.6219,12.0,0.7172,2002.0,45300.0,2,25.0,0,0.0,"Liberal Arts School, Private School, Religious",D2
175,Edward Waters College,30.345129999999997,-81.68481700000001,1.0,16.0,781.0,0.0441,11247.0,12477.0,13560.0,16235.0,20037.0,0.4892,11.0,0.5371,930.0,36900.0,2,13.0,0,0.0,"Private School, Religious",non_ncaa
176,Embry-Riddle Aeronautical University-Daytona Beach,29.189244,-81.0495,0.0,23.0,999.0,0.5363,26084.0,25944.0,30995.0,31096.0,34243.0,0.1885,13.0,0.6895,5247.0,58900.0,2,39.0,0,0.0,Private School,non_ncaa
177,Florida Agricultural and Mechanical University,30.428554,-84.28564399999999,1.0,21.0,966.0,0.0322,10048.0,11716.0,13953.0,14595.0,18423.0,0.6383,12.0,0.5141,7705.0,45900.0,1,9.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
178,Florida Atlantic University,26.372536,-80.102293,0.0,23.0,1047.0,0.4314,10181.0,11799.0,15181.0,17426.0,17868.0,0.5657,13.0,0.6768,24228.0,46500.0,1,14.0,0,0.0,"Research University, For Sports Fans, State School",D1
179,Flagler College-St Augustine,29.89335,-81.315256,0.0,24.0,1071.0,0.7744,16462.0,17773.0,21270.0,21937.0,25908.0,0.608,23.0,0.5048,2691.0,40800.0,2,0.0,0,0.0,Private School,non_ncaa
180,Florida College,28.034910999999997,-82.38344599999999,0.0,22.0,1008.0,0.7755,16008.0,18245.0,20759.0,23807.0,25570.0,0.5401,21.0,0.8114,548.0,34700.0,2,0.0,0,0.0,,non_ncaa
181,Florida Institute of Technology,28.064503000000002,-80.624628,0.0,27.0,1194.0,0.419,25660.0,26447.0,26261.0,30308.0,31665.0,0.2886,13.0,0.5736,3320.0,55300.0,2,51.0,0,171.0,"The Florida Institute of Technology, known as Florida Tech, was originally started as training grounds for space industry professionals working at what is now the Kennedy Space Center. But the school also offers undergraduate degree programs in science, engineering, liberal arts, psychology, STEM education and . About half of the student body enrolls in the school's College of Engineering. The school's location on what's known as the Space Coast of the Atlantic Ocean puts students in an ideal spot for water sports such as surfing, boating, kayaking and fishing. For a more traditional collegiate athletic outlet, students can check out the Florida Tech Panthers sports teams, which compete in the NCAA Division II Sunshine State Conference. There are also more than 100 student organizations to consider joining, including about 10 fraternities and sororities. Florida Tech runs a variety of science-focused research centers and institutes, including the Wind and Hurricane Impact Research Laboratory, or WHIRL, and the Institute for Marine Research. There are programs for graduate students, too, through the Florida Tech engineering school, education school and . Notable alumni of Florida Tech include Ann Dunwoody, the first female four-star general in the U.S. Army, and David King, former director of the NASA Marshall Space Flight Center. ",D2
182,Florida International University,25.757111,-80.37759100000001,0.0,24.0,1090.0,0.0945,9785.0,11367.0,14174.0,15519.0,15161.0,0.5549,21.0,0.504,40208.0,46200.0,1,16.0,0,0.0,"Research University, For Sports Fans, State School",D1
183,Florida Memorial University,25.917854000000002,-80.27067199999999,1.0,32.0,1002.0,0.0043,15877.0,16076.0,17793.0,18627.0,20393.0,0.6176,21.0,0.2435,1399.0,36400.0,2,9.0,0,0.0,"Private School, Religious",non_ncaa
184,Florida Southern College,28.031507,-81.945791,0.0,27.0,1172.0,0.7396,21343.0,23456.0,23130.0,24543.0,26194.0,0.6455,13.0,0.4533,2519.0,43400.0,2,15.0,0,0.0,"Private School, Religious",D2
185,Florida State University,30.4421,-84.294801,0.0,27.0,1215.0,0.6438,12155.0,13215.0,15990.0,18400.0,19286.0,0.5494,12.0,0.5589999999999999,32229.0,47000.0,1,18.0,0,92.0,"Florida State University is a sprawling public school in Tallahassee, the state's capital. Freshmen are not required to live on campus, and typically, there is not room for every student, so it's important to apply early if you'd like to live in university housing. There are more than 600 student organizations to check out, as well as adventure trips for kayaking, backpacking, whitewater rafting and more coordinated through the school's Outdoor Pursuits program. The Florida State Seminoles sports teams compete in the NCAA Division I Atlantic Coast Conference and are traditionally dominant contenders in baseball and football. For students interested in studying abroad, Florida State has centers in Florence, Italy; London; Panama City, Panama; and Valencia, Spain, and offers students other study abroad programs as well. Florida State has a wide variety of graduate schools, including a College of Business, a College of Law and a College of Medicine. The university also has a joint College of Engineering with Florida A&M University. Among the notable graduates of Florida State University are fitness expert Richard Simmons and Spanx apparel line founder Sara Blakely. ",D1
186,University of Florida,29.649428000000004,-82.339958,0.0,29.0,1277.0,0.569,7024.0,7176.0,8578.0,11982.0,17099.0,0.5523,12.0,0.4754,32376.0,52200.0,1,27.0,0,50.0,"The University of Florida is about two miles away from downtown Gainesville, a college town bolstered by the school's nearly 50,000 students. The Florida Gators sports teams compete in the NCAA Division I Southeastern Conference, and are supported by mascots Albert and Alberta the Alligators. The Gator football team, which competes in Ben Hill Griffin Stadium -- commonly called the ""The Swamp"" -- is particularly notorious. The team became the namesake of popular sports drink Gatorade in 1966, after freshmen Gators experimented with the novel beverage. The annual Gator Growl, held each Homecoming weekend, has been called the largest student-run pep rally in the world. About 15 percent of students are involved in the school's 60-plus fraternities and sororities. Freshmen do not have to live on campus, though about 80 percent opt to do so. All students can partake in Gator Nights, held every Friday, which offer free late-night entertainment and a free midnight breakfast.",D1
187,Keiser University-Ft Lauderdale,26.185869,-80.16395899999999,0.0,21.0,959.0,0.4041,28372.0,28893.0,29966.0,30683.0,30922.0,0.6794,12.0,1.0,15023.0,42500.0,2,6.0,0,0.0,Private School,non_ncaa
188,University of Miami,25.720406,-80.27645,0.0,30.0,1319.0,0.4187,25202.0,24745.0,30380.0,31921.0,39742.0,0.5129,21.0,0.3779,10768.0,52700.0,2,22.0,0,44.0,"Located in Southern Florida, the University of Miami has an ideal location for students who love the outdoors. With popular spots like South Beach, the Florida Keys and Everglades National Park nearby, students have plenty of opportunities for water sports, hiking and sunbathing. Downtown Miami, also near to the school, is a thriving sports and cultural center. On campus, more than 2,400 students are involved in more than 30 fraternities and sororities. Students can also choose from more than 250 clubs and organizations to join. Freshmen are not required to live on campus, but many opt to live in the school's five residential colleges. The communities, modeled after housing at England's Oxford and Cambridge universities, combine living and learning with group meals, poetry readings, sports and more. For students who do not live in university housing, the Commuter Assistant Program pairs freshmen with an on-campus representative to help ease the transition into college. University of Miami Division I sports teams are known as the Hurricanes and compete in the Coastal Division of the Atlantic Coast Conference. The school's mascot is Sebastian the Ibis, a species of marsh bird that is known for weathering tropical storms. ",D1
189,University of North Florida,30.270916999999997,-81.507853,0.0,25.0,1140.0,0.6863,8859.0,10663.0,14451.0,17480.0,18835.0,0.5489999999999999,11.0,0.5660000000000001,13562.0,45600.0,1,12.0,0,0.0,"For Sports Fans, State School",D1
190,Nova Southeastern University,26.079337,-80.24248,0.0,26.0,1130.0,0.3143,21083.0,22580.0,23400.0,27718.0,26046.0,0.6970000000000001,21.0,0.5924,4565.0,48200.0,2,9.0,0,214.0,"Founded in 1964, Nova Southeastern University is a private institution. The school has 78.2 percent of its classes with fewer than 20 students, and the student-faculty ratio at Nova Southeastern University is 16:1. ",D2
191,Palm Beach Atlantic University,26.704628999999997,-80.049758,0.0,23.0,1065.0,0.6162,19725.0,18698.0,21145.0,23787.0,25337.0,0.6486,13.0,0.9289,2587.0,43100.0,2,4.0,0,0.0,"Private School, Religious",D2
192,Rollins College,28.591991999999998,-81.34871600000001,0.0,22.0,1030.0,0.6098,25213.0,25342.0,27386.0,31060.0,38783.0,0.5889,21.0,0.6038,2678.0,45700.0,2,11.0,0,0.0,Private School,D2
193,Saint Leo University,28.336776,-82.257287,0.0,22.0,1314.0,0.3698,17173.0,17067.0,19858.0,22270.0,25022.0,0.5972,23.0,0.7252,11575.0,43800.0,2,5.0,0,0.0,"Private School, Religious",D2
194,University of South Florida-Main Campus,28.056646999999998,-82.415876,0.0,26.0,1177.0,0.5137,7544.0,9007.0,12287.0,16094.0,17088.0,0.5467,11.0,0.4464,30282.0,46400.0,1,24.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
195,St Thomas University,25.920915,-80.256265,0.0,20.0,924.0,0.1032,22957.0,25705.0,27326.0,28380.0,27008.0,0.5136,21.0,0.4892,882.0,44400.0,2,4.0,0,0.0,"Private School, Religious",non_ncaa
196,Stetson University,29.036295000000003,-81.301604,0.0,22.0,1050.0,0.6515,21008.0,20897.0,24927.0,26091.0,28096.0,0.5687,22.0,0.6347,3042.0,44100.0,2,7.0,0,0.0,"Private School, For Sports Fans",D1
197,Southeastern University,28.031864000000002,-81.91899699999999,0.0,20.0,955.0,0.6175,19897.0,20167.0,21500.0,22914.0,25359.0,0.5513,13.0,0.4648,3412.0,40100.0,2,2.0,0,0.0,"Private School, Religious",non_ncaa
198,The University of Tampa,27.947225,-82.465582,0.0,24.0,1092.0,0.5917,22976.0,24030.0,25564.0,27293.0,30549.0,0.5788,11.0,0.5074,7061.0,45600.0,2,8.0,0,0.0,Private School,non_ncaa
199,Warner University,27.825751,-81.599972,0.0,19.0,879.0,0.4006,14722.0,14291.0,14530.0,17626.0,18354.0,0.46299999999999997,41.0,0.512,1026.0,40000.0,2,3.0,0,0.0,"Private School, Religious",non_ncaa
200,Webber International University,27.838797999999997,-81.532325,0.0,18.0,890.0,0.3715,21407.0,21244.0,23788.0,26529.0,26868.0,0.2907,31.0,0.5264,681.0,41400.0,2,5.0,0,0.0,"Business, Private School",non_ncaa
201,The University of West Florida,30.542855,-87.218125,0.0,23.0,1053.0,0.6526,8909.0,9631.0,11979.0,14525.0,16124.0,0.5673,13.0,0.4154,9783.0,42300.0,1,12.0,0,0.0,"Research University, State School",non_ncaa
202,Agnes Scott College,33.769996,-84.29563,0.0,22.0,1030.0,0.3274,16851.0,15136.0,19163.0,22294.0,25473.0,1.0,21.0,0.6174,846.0,42900.0,2,21.0,61.0,0.0,"Liberal Arts School, Private School, Religious, Sober School",D3
203,Albany State University,31.571395000000003,-84.14305999999999,1.0,18.0,883.0,0.0427,11172.0,12197.0,15550.0,15828.0,16676.0,0.6558,13.0,0.6371,2949.0,38500.0,1,9.0,0,0.0,State School,D2
204,Armstrong State University,31.978109000000003,-81.160409,0.0,21.0,997.0,0.5702,17147.0,17698.0,20085.0,22015.0,21735.0,0.6661,12.0,0.7395,6184.0,44800.0,1,11.0,0,0.0,State School,non_ncaa
205,Point University,32.879715000000004,-85.18513399999999,0.0,19.0,910.0,0.4435,15591.0,13750.0,17073.0,18297.0,17990.0,0.4854,32.0,0.4907,1337.0,38600.0,2,3.0,0,0.0,"Private School, Religious",non_ncaa
206,Clark Atlanta University,33.748771999999995,-84.412818,1.0,18.0,850.0,0.0004,31558.0,32861.0,35495.0,37016.0,37061.0,0.7362,11.0,0.512,2741.0,44300.0,2,15.0,0,0.0,"Private School, Religious, Research University",D2
207,Berry College,34.289254,-85.189077,0.0,27.0,1179.0,0.8109,17218.0,15584.0,19692.0,22227.0,25819.0,0.6185,23.0,0.5537,2089.0,42000.0,2,22.0,0,0.0,Private School,D3
208,Brenau University,34.303117,-83.821513,0.0,21.0,990.0,0.5064,19374.0,20580.0,28433.0,36868.0,37739.0,0.8985,13.0,0.6562,1556.0,42600.0,2,2.0,0,0.0,Private School,non_ncaa
209,Clayton  State University,33.594079,-84.328174,0.0,18.0,1226.0,0.1755,10446.0,10702.0,12786.0,14661.0,14977.0,0.6909,21.0,0.3857,5920.0,34700.0,1,0.0,0,0.0,,non_ncaa
210,Columbus State University,32.501556,-84.94079599999999,0.0,20.0,961.0,0.5143,9650.0,10452.0,13091.0,13977.0,14042.0,0.5994,12.0,0.5569,6743.0,40900.0,1,8.0,0,0.0,State School,D2
211,Covenant College,34.963327,-85.37496,0.0,27.0,1189.0,0.8669,19754.0,20799.0,21368.0,25330.0,27088.0,0.574,21.0,0.9398,1007.0,41700.0,2,10.0,0,0.0,"Liberal Arts School, Private School, Religious",D3
212,Emmanuel College,34.282617,-83.146825,0.0,31.0,930.0,0.6723,15176.0,13185.0,14503.0,18079.0,14564.0,0.4456,32.0,0.3388,763.0,46700.0,2,15.0,229.0,0.0,"Liberal Arts School, Private School, Religious",D3
213,Emory University,33.798836,-84.32578199999999,0.0,31.0,1380.0,0.4058,11943.0,13877.0,19300.0,26577.0,46442.0,0.5812,21.0,0.2367,6770.0,56700.0,2,21.0,0,20.0,"Emory University is located in the suburb of Druid Hills near downtown Atlanta. First- and second-year students are required to live on campus, but a majority of students choose to remain on campus for all four years. The Student Programming Council organizes events and performances throughout the year and has brought entertainers and musicians such as Tracy Morgan, Sean Kingston and Guster to campus in past years. A popular organization among students is Volunteer Emory, which oversees community service activities. The Emory Eagles have nearly 20 NCAA Division III varsity teams and are well known for their successful swimming and diving team. In addition to varsity athletics, all students are required to take two courses in physical education. There is a thriving Greek community at Emory with a number of fraternity and sorority chapters. ",D3
214,Fort Valley State University,32.538163,-83.895548,1.0,18.0,865.0,0.0171,13732.0,14319.0,16948.0,18262.0,19960.0,0.5743,31.0,0.2051,2220.0,36100.0,1,16.0,0,0.0,State School,D2
215,Georgia Institute of Technology-Main Campus,33.773732,-84.396019,0.0,32.0,1403.0,0.5082,6541.0,9020.0,13089.0,14550.0,14419.0,0.3534,11.0,0.3217,14463.0,68100.0,1,78.0,0,0.0,"Engineering, Research University, For Sports Fans, State School",non_ncaa
216,Georgia Southwestern State University,32.058198,-84.21775500000001,0.0,21.0,967.0,0.6228,10621.0,10678.0,13870.0,14387.0,15892.0,0.6384,32.0,0.7164,2301.0,40300.0,1,5.0,0,0.0,State School,D2
217,Georgia College and State University,33.082786999999996,-83.231962,0.0,25.0,1143.0,0.8486,12986.0,14051.0,16715.0,18723.0,19224.0,0.6007,32.0,0.7566,5933.0,43300.0,1,10.0,0,0.0,State School,non_ncaa
218,Georgia Southern University,32.427756,-81.782201,0.0,23.0,1089.0,0.6236,13971.0,15204.0,17304.0,18948.0,19485.0,0.4992,32.0,0.6023,17173.0,46300.0,1,18.0,0,0.0,"Research University, For Sports Fans, State School",D1
219,Georgia State University,33.7527,-84.38667,0.0,23.0,1056.0,0.2636,12337.0,13190.0,15734.0,17590.0,18093.0,0.5888,11.0,0.5665,24421.0,47300.0,1,16.0,0,0.0,"Research University, For Sports Fans, State School",D1
220,University of Georgia,33.956428,-83.374049,0.0,28.0,1252.0,0.7115,7792.0,9812.0,13105.0,14458.0,14501.0,0.5693,12.0,0.5288,27335.0,50200.0,1,12.0,0,56.0,"At its founding, The University of Georgia made history as the first public, state-supported college in America. These days, the school is known for its vibrant student community. UGA's college town of Athens was rated among the best college towns in the country by U.S. News, and the competitive Bulldogs sports teams compete in the NCAA Division I Southeastern Conference. There are more than 600 student clubs and organizations, including about 60 Greek chapters that involve almost 25 percent of UGA students. Community service is a particularly big focus, with student-run philanthropies such as UGA Miracle, a yearlong fundraiser and 24-hour Dance Marathon for Children's Healthcare of Atlanta. First-year students must live on campus, but Atlanta is 60 miles away for those itching for a road trip. ",D1
221,LaGrange College,33.039713,-85.041394,0.0,22.0,1012.0,0.6818,18598.0,17566.0,19336.0,21825.0,23126.0,0.4983,32.0,0.5725,905.0,42100.0,2,9.0,229.0,0.0,"Liberal Arts School, Private School, Religious",D3
222,Life University,33.932103999999995,-84.514156,0.0,22.0,1030.0,0.4827,22025.0,22005.0,25102.0,28763.0,26967.0,0.5132,13.0,0.588,721.0,34700.0,2,0.0,0,0.0,,non_ncaa
223,Herzing University-Atlanta,33.846627000000005,-84.362635,0.0,22.0,1030.0,0.0478,22023.0,18790.0,23359.0,20691.0,22423.0,0.6036,11.0,0.8538,439.0,34700.0,3,0.0,0,0.0,,non_ncaa
224,Mercer University,32.831709000000004,-83.650114,0.0,27.0,1217.0,0.4763,17203.0,19055.0,20111.0,22025.0,22805.0,0.6056,12.0,0.6688,4556.0,46600.0,2,12.0,0,135.0,"Just an hour south of Atlanta, the main campus of Mercer University is located in the slightly quieter city of Macon, Georgia. Mercer offers programs in 12 different colleges and schools, with business being the most popular major. Tradition is important to the Mercer community. For the last 100 years, first-year students have climbed the tower of the tallest campus structure, the Godsey Administration Building, to sign their names on the surface. The Mercer Student Government Association also hosts an annual ceremony to light the school Christmas tree. Students can get involved through more than 100 student organizations, Greek life and athletics. The Mercer Bears sports teams, called the Mercer Baptists until 1924, mainly compete in the NCAA Division I Southern Conference. Graduate students at Mercer can choose from several programs, including those in the School of Medicine or the Eugene W. Stetson School of Business and Economics. Famous Mercer alumni include Nancy Grace of HLN's ""Nancy Grace,"" who graduated from the Walter F. George School of Law. ",D1
225,Morehouse College,33.74793,-84.41515600000001,1.0,21.0,978.0,0.0014,26680.0,29951.0,30747.0,30271.0,34534.0,0.0,11.0,0.7596,2163.0,52100.0,2,29.0,160.0,0.0,"Liberal Arts School, Private School",D2
226,Oglethorpe University,33.875939,-84.334756,0.0,25.0,1140.0,0.336,17243.0,17953.0,18883.0,21594.0,24598.0,0.5851,21.0,0.7847,1140.0,48800.0,2,12.0,0,0.0,"Liberal Arts School, Private School",D3
227,Paine College,33.469259,-81.991199,1.0,16.0,749.0,0.0218,17178.0,18811.0,22677.0,22622.0,23374.0,0.5862,12.0,0.3063,551.0,35900.0,2,12.0,0,0.0,"Liberal Arts School, Private School, Religious",D2
228,Piedmont College,34.566629999999996,-83.543216,0.0,22.0,995.0,0.7095,15720.0,15606.0,15854.0,16870.0,18481.0,0.6628,32.0,0.57,1284.0,41200.0,2,3.0,0,0.0,"Private School, Religious",D3
229,Reinhardt University,34.318874,-84.55465699999999,0.0,20.0,953.0,0.6834,19029.0,19485.0,21020.0,20228.0,22331.0,0.4637,41.0,0.9076,1238.0,40100.0,2,4.0,0,0.0,"Private School, Religious",non_ncaa
230,Savannah State University,32.024781,-81.063377,1.0,18.0,847.0,0.0389,9755.0,10626.0,13845.0,14982.0,15055.0,0.5796,12.0,0.8264,4519.0,39400.0,1,23.0,0,0.0,"For Sports Fans, State School",D1
231,Shorter University,34.258192,-85.196213,0.0,21.0,969.0,0.6186,17272.0,18535.0,18802.0,20793.0,21143.0,0.5688,13.0,0.6289,1345.0,43300.0,2,6.0,0,0.0,"Private School, Religious",D2
232,Spelman College,33.74519,-84.41011800000001,1.0,22.0,1015.0,0.0005,31122.0,31023.0,36642.0,38936.0,40263.0,1.0,11.0,0.4833,2142.0,47500.0,2,20.0,61.0,0.0,"Liberal Arts School, Private School",non_ncaa
233,Thomas University,30.813954,-83.98147800000001,0.0,19.0,902.0,0.4658,14645.0,13279.0,17713.0,18144.0,20256.0,0.5356,32.0,0.4321,745.0,38200.0,2,3.0,0,0.0,Private School,non_ncaa
234,Toccoa Falls College,34.59554,-83.353462,0.0,22.0,997.0,0.7633,18029.0,16278.0,19491.0,19810.0,22650.0,0.5291,41.0,0.4545,773.0,37400.0,2,3.0,0,0.0,"Private School, Religious",non_ncaa
235,Truett McConnell University,34.594437,-83.745972,0.0,20.0,938.0,0.8378,16244.0,14899.0,17402.0,19539.0,19790.0,0.5638,41.0,0.9113,752.0,34700.0,2,0.0,0,0.0,,non_ncaa
236,Valdosta State University,30.849235999999998,-83.289925,0.0,21.0,993.0,0.5063,11711.0,12800.0,15670.0,16481.0,16689.0,0.5912,13.0,0.5043,8692.0,39800.0,1,7.0,0,0.0,"Research University, State School",D2
237,University of West Georgia,33.574421,-85.099007,0.0,20.0,945.0,0.4997,13101.0,14183.0,16572.0,18164.0,18053.0,0.6308,31.0,0.5688,10309.0,43600.0,1,8.0,0,0.0,"Research University, State School",D2
238,Chaminade University of Honolulu,21.290274,-157.807642,0.0,21.0,966.0,0.1765,17436.0,19124.0,21194.0,22210.0,23492.0,0.6633,11.0,0.8203,1773.0,43200.0,2,4.0,0,0.0,"Private School, Religious",D2
239,University of Hawaii at Hilo,19.701854,-155.081329,0.0,19.0,926.0,0.2218,8609.0,9298.0,11904.0,14534.0,16635.0,0.6152,33.0,0.7125,3124.0,42900.0,1,13.0,0,0.0,State School,non_ncaa
240,University of Hawaii at Manoa,21.292648,-157.816607,0.0,23.0,1067.0,0.1745,9152.0,10678.0,13375.0,16599.0,19084.0,0.5453,11.0,0.8142,13320.0,48600.0,1,17.0,0,0.0,"Research University, For Sports Fans, State School",D1
241,Hawaii Pacific University,21.310270000000003,-157.859401,0.0,22.0,1068.0,0.2688,22372.0,20863.0,24250.0,24655.0,25680.0,0.5784,11.0,0.9129999999999999,3940.0,49300.0,2,14.0,0,0.0,Private School,non_ncaa
242,University of Hawaii-West Oahu,21.354897,-158.061825,0.0,22.0,1314.0,0.1097,6184.0,6007.0,8624.0,11887.0,12217.0,0.6544,21.0,0.7016,2517.0,40200.0,1,0.0,0,0.0,State School,non_ncaa
243,Boise State University,43.604403000000005,-116.205789,0.0,23.0,1046.0,0.7368,11829.0,11938.0,14187.0,16525.0,16755.0,0.528,12.0,0.7957,15959.0,46800.0,1,12.0,0,0.0,"Research University, For Sports Fans, State School",D1
244,University of Idaho,46.726894,-117.02429599999999,0.0,23.0,1061.0,0.7585,10891.0,12077.0,14474.0,16875.0,17838.0,0.4652,41.0,0.7205,7826.0,49300.0,1,22.0,0,171.0,"University of Idaho is located in the northwestern part of the state, in the city of Moscow. Undergraduates at Idaho can choose from many majors within eight colleges, and graduate students can earn degrees in more than 80 master's programs, including business, law, engineering and education. Outside the classroom, students can join more than 200 organizations, play club-level or intramural sports or explore the city. Moscow is home to movie theaters, cafí©s, restaurants and the four-day Lionel Hampton Jazz Festival. Student athletes can try out for Idaho's silver-and-gold sports teams, which are called the Vandals, thanks to an old newspaper account of the 1917 basketball team vandalizing its opponents on the court. The Vandals mainly compete in the NCAA Division I Big Sky Conference. Notable Idaho alumni include Mark Felt, better known as Deep Throat, who was the source to reporters during the Watergate political scandal in the 1970s. ",D1
245,The College of Idaho,43.652653,-116.67683799999999,0.0,22.0,1068.0,0.6596,16825.0,16955.0,17128.0,19415.0,22830.0,0.5077,22.0,0.9037,1034.0,42400.0,2,18.0,0,0.0,"Liberal Arts School, Private School",non_ncaa
246,Lewis-Clark State College,46.410034,-117.026371,0.0,21.0,939.0,0.8178,13151.0,13610.0,15413.0,17904.0,17972.0,0.6253,13.0,0.9888,3013.0,43300.0,1,7.0,0,0.0,State School,non_ncaa
247,Northwest Nazarene University,43.563181,-116.564792,0.0,24.0,1056.0,0.7496,17966.0,17240.0,18778.0,20427.0,23822.0,0.6042,22.0,0.5626,1286.0,43100.0,2,7.0,0,0.0,"Private School, Religious",D2
248,Brigham Young University-Idaho,43.815384,-111.784728,0.0,23.0,1040.0,0.7889,6407.0,7081.0,8624.0,10541.0,11306.0,0.5755,32.0,0.9959,28457.0,50400.0,2,13.0,0,0.0,"Private School, Religious",non_ncaa
249,Augustana College,41.500326,-90.552402,0.0,21.0,978.0,0.7575,15499.0,16155.0,19098.0,23216.0,26896.0,0.5782,13.0,0.4934,2454.0,45000.0,2,29.0,0,0.0,"Liberal Arts School, Private School, Religious",D3
250,Aurora University,41.754465,-88.349469,0.0,21.0,990.0,0.5641,14664.0,14056.0,16455.0,20219.0,21671.0,0.6417,21.0,0.7724,3567.0,44900.0,2,3.0,0,0.0,Private School,D3
251,Blackburn College,39.288298,-89.872248,0.0,22.0,1005.0,0.7979,11402.0,11985.0,13138.0,17031.0,20319.0,0.544,32.0,0.5547,579.0,38800.0,2,20.0,0,0.0,"Private School, Religious",D3
252,Bradley University,40.697604999999996,-89.61462,0.0,26.0,1163.0,0.6413,16997.0,18801.0,22370.0,28281.0,32505.0,0.5092,12.0,0.6568,4436.0,52000.0,2,38.0,0,0.0,"Private School, For Sports Fans",D1
253,Chicago State University,41.718813,-87.610344,0.0,18.0,875.0,0.0273,11254.0,12346.0,13720.0,14592.0,9042.0,0.7088,11.0,0.2118,3437.0,43100.0,1,15.0,0,0.0,"For Sports Fans, State School",non_ncaa
254,University of Chicago,41.78917,-87.601196,0.0,34.0,1506.0,0.4451,6260.0,5263.0,10469.0,19095.0,40618.0,0.4754,11.0,0.0838,5869.0,58100.0,2,20.0,0,3.0,"The University of Chicago, situated in Chicago's Hyde Park community, offers a rich campus life in a big-city setting. The Chicago Maroons have more than 15 NCAA Division III teams, which compete in the University Athletic Association, and have strong basketball and wrestling programs. At Chicago, freshmen are required to live on campus, and more than 50 percent of students choose to remain on campus, while others live in off-campus apartments and houses. On-campus students are placed in ""houses"" within their dorm, which serve as tight-knit communities and provide academic and social support. Chicago offers more than 400 student organizations. ",D3
255,Columbia College Chicago,41.873589,-87.624554,0.0,22.0,1030.0,0.5516,25969.0,26520.0,30276.0,31363.0,33989.0,0.5772,11.0,0.8806,8492.0,42700.0,2,0.0,0,0.0,"Art, Private School",non_ncaa
256,Concordia University-Chicago,41.898573999999996,-87.810009,0.0,23.0,1047.0,0.5356,16635.0,16904.0,16184.0,19777.0,21172.0,0.5798,21.0,0.5031,1447.0,43700.0,2,1.0,0,0.0,"Private School, Religious",non_ncaa
